maxspflops,maxdpflops,gmem_readbw,gmem_writebw,gmem_readbw_strided,gmem_writebw_strided,lmem_readbw,lmem_writebw,tex_readbw,bspeed_download,bspeed_readback,fft_sp,ifft_sp,fft_sp_pcie,ifft_sp_pcie,fft_dp,ifft_dp,fft_dp_pcie,ifft_dp_pcie,sgemm_n,sgemm_t,sgemm_n_pcie,sgemm_t_pcie,dgemm_n,dgemm_t,dgemm_n_pcie,dgemm_t_pcie,md_sp_flops,md_sp_bw,md_sp_flops_pcie,md_sp_bw_pcie,md_dp_flops,md_dp_bw,md_dp_flops_pcie,md_dp_bw_pcie,reduction,reduction_pcie,reduction_dp,reduction_dp_pcie,scan,scan_pcie,scan_dp,scan_dp_pcie,sort,sort_pcie,spmv_csr_scalar_sp,spmv_csr_vector_sp,spmv_ellpackr_sp,spmv_csr_scalar_dp,spmv_csr_vector_dp,spmv_ellpackr_dp,stencil,stencil_dp,s3d,s3d_pcie,s3d_dp,s3d_dp_pcie,triad_bw,ocl_kernel,ocl_queue,bfs,bfs_pcie,bfs_teps,md5hash,nn_learning,nn_learning_pcie
14875.6,1858.95,1652.46,1600.73,117.831,97.0702,3837.91,4225.98,BenchmarkError,27.8082,28.5229,242.198,252.612,28.1438,41.0781,90.7282,91.8328,31.7441,32.0877,2032.12,2088.8,176.291,176.706,134.02,134.02,51.3203,51.3203,162.133,124.377,59.1535,45.3786,84.7439,113.862,45.0684,60.5539,95.9531,14.1767,104.763,14.3072,28.8031,4.41757,32.8821,7.59128,4.38309,3.1411,0.315406,2.01313,0.261139,0.269038,1.85494,0.233114,188.042,133.231,138.178,116.379,35.1648,32.3363,33.4172,,,BenchmarkError,BenchmarkError,BenchmarkError,15.4703,BenchmarkError,BenchmarkError
